Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Romania,ROU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.9182107,-8.76722845,1.528834497,3.93194273,6.233511484,3.907702088,-4.84906274,-2.02981291,-0.37666071,2.461263459,5.218136257,5.70299165,2.341147329,10.42811302,4.668148051,8.028811076,7.233807744,9.307467171,-5.51739441,-3.90123628,1.906067707,2.040665131,3.770962304,3.608723653,2.953674037,4.702997747,7.319448529,4.474523775,4.188260341,-3.93045406,
Russian Federation,RUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.99999564,-5.04693945,-14.5310738,-8.66854034,-12.569756,-4.14352841,-3.75506944,1.399915805,-5.29996163,6.39991469,10.00006682,5.100051225,4.699991909,7.299952345,7.19994787,6.399965448,8.200068255,8.499977768,5.199969265,-7.79999391,4.5,4.300029186,4.024086157,1.755422149,0.736267221,-1.97271923,0.193690072,1.825790064,2.80724541,2.032982739,-2.9512739,
Rwanda,RWA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-4.29752605,11.33379837,-9.82044441,-12.4649927,7.009529255,7.008910823,6.91601751,7.013780928,11.00737015,6.001425245,1.206640702,0.263068272,3.438088136,1.409823571,-2.11382542,19.50457717,1.99410948,9.150840818,11.86990804,8.951612331,5.43619948,1.810846446,5.980349936,-4.24077328,4.402748336,5.472137486,-0.02403611,4.498824993,-0.03653427,-2.3992911,-2.51437965,5.872725238,-8.10869188,-50.2480671,35.22407831,12.74569576,13.84975249,8.858669491,4.351888326,8.37091824,8.484564136,13.19207266,2.202365531,7.447679676,9.377899425,9.227077874,7.633281208,11.16124324,6.248259929,7.334656108,7.958406046,8.641500169,4.719854196,6.167166701,8.856844355,5.970744298,3.976289694,8.579424541,9.460682482,-3.35547212,
South Asia,SAS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,4.195123519,3.396177666,5.260293575,7.76660873,-0.66316644,1.183318383,6.117235664,4.567530106,5.777823752,5.841410811,0.616634764,-1.79798014,3.836106538,2.458915371,6.933111507,2.569014116,6.25516644,6.111545525,-2.64076978,6.459337832,6.417843741,3.819960885,6.661805629,4.216060379,5.431320093,4.817943449,4.229075639,8.390471878,5.389364265,5.394304977,2.055561643,5.774651173,4.32500469,5.953539375,6.847105117,6.743581095,3.733697945,5.491951128,7.576891516,4.107516227,4.445282073,3.601773575,7.253295631,7.511965264,7.518247911,7.626385499,7.231774023,3.260283294,6.928829768,7.465722474,5.099033382,5.474354435,6.015779389,6.896913085,7.368698348,7.671463596,6.604851042,6.444305921,4.041559599,-5.70618965,
Saudi Arabia,SAU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,6.037886549,58.64733065,20.51221675,22.93064025,24.17052854,16.22806527,-8.92861431,17.8209742,7.093359899,-5.21972607,11.91943156,5.652457601,1.943004458,-20.7298883,-16.0513862,-4.66145193,-9.79450226,17.01274626,-6.63249601,13.10931294,-0.50301588,15.19342589,15.00788025,3.987540169,-1.36374143,0.558720185,0.212091348,2.637424217,1.103782049,2.893362519,-3.76328522,5.625416143,-1.21074386,-2.8191744,11.24206139,7.958441664,5.573850121,2.788402228,1.847130252,6.249772755,-2.05924919,5.039484027,9.996846554,5.411444902,2.699254723,3.652481698,4.10640887,1.670624758,-0.74150265,2.434110781,0.331435729,-4.10658341,
Sudan,SDN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,0.022391334,6.915842154,-2.84697168,-1.12044912,6.777074073,-3.57514749,1.424081282,1.963220824,1.389350492,5.925074714,2.247314101,-5.07098648,0.632195251,11.44528914,15.71346645,16.66521974,6.223853782,-5.93098672,-5.01859933,1.524310148,7.437563655,5.958666434,2.062501694,-5.00890677,-6.28104358,5.413811012,14.2208846,-0.33109182,8.931393687,-5.47005378,7.510910626,6.577861385,4.56874919,1.006228243,5.99709232,5.919124758,10.56673631,4.308504104,3.10409568,6.345867769,6.500360421,6.006471536,6.288808161,5.140888518,5.643515513,6.531411747,5.735274237,3.846744731,-2.76770437,3.858241952,-3.21353209,-17.0046884,1.955144633,4.661379542,1.910176891,3.467642184,0.709256285,-2.68093055,-2.17825105,-3.62980563,
Senegal,SEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,2.993448255,-0.13623536,1.864478568,3.883927104,1.33218949,2.876760975,-1.21979287,6.290773533,-6.55414292,8.562045511,-0.14044944,6.383208916,-5.58324011,4.200775526,7.535662599,8.920503704,-2.68290531,-3.95393126,7.001685615,3.98776197,5.180229669,8.010384373,-5.64746028,3.935842443,3.463084464,3.126985548,6.255863408,-0.81657549,3.973783314,-0.74628222,2.659962657,1.320233037,1.360213007,-0.04752095,5.468584858,2.019977209,3.045601035,5.898479318,6.28330825,3.887210958,4.310851466,0.068696575,5.593950945,4.643293937,4.310238526,2.330770983,2.827119201,3.703169064,2.752104485,3.390889253,1.33409108,4.002995551,2.412385276,6.224074438,6.367043651,6.356068572,7.407486186,6.209241034,4.402406836,1.499763427,
Singapore,SGP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,8.136887714,7.554046406,10.04062132,-3.10333286,7.834583498,10.17957495,12.50872238,13.52722279,13.83333659,13.942261,12.41375506,13.31555072,10.60261926,6.117604351,3.981687992,7.437176853,6.85269968,7.777287657,9.554173336,10.11321778,10.81613733,7.102114839,8.554599663,8.792386562,-0.62285124,1.342869111,10.79776991,11.26375069,10.15861032,9.821049131,6.688502513,6.63968959,11.46277474,11.09764794,7.20090749,7.47137959,8.319916527,-2.19537783,5.724008424,9.039146751,-1.06901589,3.914609745,4.535779654,9.819591677,7.359033677,9.00514373,9.022133014,1.868245534,0.120982742,14.52563899,6.337870814,4.461608951,4.837298646,3.938002729,2.988520676,3.329034458,4.520379476,3.497469601,1.345217486,-5.39102141,
Solomon Islands,SLB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,-1.79292929,-1.67138082,3.896443515,0.176189278,-3.14070352,-0.2075227,8.422147128,1.246703428,4.262372721,2.20304338,6,12.70440252,3.999255952,8.10230728,10.09265387,1.608055305,-0.91702411,1.298701299,-0.48629531,-14.275137,-7.96337882,-2.79654655,6.526356439,6.652166032,5.540448674,4.863123994,4.453316953,5.807115554,2.556620814,8.616718602,7.2720469,1.860465116,5.331050228,1.051262599,1.415701416,5.879864636,5.343587695,3.94424955,1.204049986,-4.31726003,
Sierra Leone,SLE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,1.80904355,4.540967064,1.699715173,6.685238791,7.180155792,1.699999998,0.036281553,2.019923833,8.525446802,8.62049324,3.465916492,0.90023465,2.25661825,3.49982832,1.669216524,-0.44917634,0.04667581,2.406332166,4.511265607,4.843503756,2.881428565,4.781755535,-2.10280162,4.093034267,-5.3113405,1.236046911,7.231268731,-7.08,0.729999999,3.349997984,2.351960645,-19.0129096,1.374549379,-1.94738433,-7.99975329,1.753821399,-5.87708201,1.785014281,-1.97928559,6.652727885,-6.34545515,26.4173166,9.313120969,6.59794486,4.505095672,4.223914279,8.058145152,5.39828521,3.188051216,5.346466052,6.315045036,15.18176908,20.71576829,4.556772366,-20.5987707,6.055474029,4.192610074,3.46460214,5.254241203,-1.96894782,
El Salvador,SLV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,7.16113774,5.436848851,3.236692384,3.485418819,2.977295091,3.858257515,6.117533686,4.861673506,5.336001101,2.923531888,5.049260177,6.78006173,5.322765837,-4.18026544,-15.8368643,-5.72099045,-6.30847138,1.539025284,1.33525803,0.614316239,0.194673038,2.508169213,1.878176962,0.964059197,4.832900578,1.494087568,7.021963316,5.818315557,4.692061727,4.734081402,0.811461899,3.137970067,2.6522773,2.162033737,1.127906977,0.87961366,1.572918448,1.565393031,0.889404486,2.710398073,4.34481288,1.859704695,2.126699102,-2.08732381,2.106741573,3.817056396,2.815501822,2.232142857,1.710709945,2.398973133,2.545926086,2.246670039,2.432287587,2.382581398,-8.58131216,
San Marino,SMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.465618861,9.049360146,2.179379715,5.578342904,0.310800311,3.872966692,4.548844146,2.42510699,3.830083565,7.109322602,-0.50093926,-10.3209566,-5.47368421,-8.31477357,-7.04453441,-0.78397213,-0.7023705,2.291505561,2.344405861,0.258265466,1.544761129,2.374701565,,
Somalia,SOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-3.2619812,7.076655434,2.80880257,-6.11062333,-5.94368149,9.098654708,5.940943617,2.029977325,-1.69956972,4.581407921,2.62902234,10.10084605,-1.95129848,-18.2663787,30.07369858,-1.0167167,23.30749051,3.727489087,-2.70846585,-3.90139004,5.662699661,4.072294578,-8.75366927,3.554946149,8.152436714,3.352755039,5.096904487,-0.55326993,-0.17591182,-1.48407568,,,,,,,,,,,,,,,,,,,,,,,,7.507100039,14.89530142,8.399345781,2.592560223,7.678879802,8.081440022,2.440210973,
Serbia,SRB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.264082643,7.207379839,3.340877358,-9.42416161,6.13181309,6.878774765,6.380405304,4.387757023,9.028196928,5.530347121,5.107790141,6.439525554,5.655576622,-2.73175199,0.731044553,2.036276689,-0.68154237,2.892636734,-1.58951032,1.806059265,3.338586765,2.101163847,4.495121293,4.331734906,-0.94459652,
Sub-Saharan Africa (excluding high income),SSA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,0.989217579,6.041238973,6.328143729,5.087847308,4.709190896,1.454464504,-1.25051789,3.011461013,9.512765008,10.32935734,7.911700834,2.744847756,4.391487818,7.857007519,-0.37629747,5.281748339,2.827027634,-0.42375057,4.127661574,3.822355366,-0.89708005,-1.19230144,-2.50970755,2.269308087,1.97804609,1.902524177,2.959793966,4.441634626,2.49852915,2.516440188,0.381932589,-0.35007262,-1.12570941,1.093878125,3.414669243,5.196863609,3.736625429,2.464040874,2.130323506,3.413133056,4.209437858,6.38766053,4.008840044,6.664544274,6.138962372,6.12315813,6.289756196,5.299748008,3.183973008,5.931616697,4.37510325,3.362865156,5.10773252,4.857381588,2.842512068,1.160304232,2.439882906,2.689488452,2.578141208,-2.00471207,
South Sudan,SSD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.04164188,5.493416395,-4.64031674,-46.0821224,13.12973114,3.373648477,-10.7933646,,,,,,
Sub-Saharan Africa,SSF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,0.985627405,6.042595764,6.330374579,5.08835187,4.705661636,1.461655958,-1.24938007,3.014435582,9.506260256,10.32844724,7.916582214,2.747199578,4.394671774,7.852332206,-0.37391643,5.289378403,2.820150228,-0.40873714,4.137537451,3.814758591,-0.90299876,-1.19224666,-2.509125,2.270952991,1.984905091,1.900825344,2.960943841,4.442405685,2.505475015,2.520319339,0.384082415,-0.34312251,-1.1184371,1.091859433,3.410230952,5.196583205,3.74485984,2.470458022,2.13002825,3.410968214,4.202204894,6.382244752,3.998986566,6.655970739,6.141315275,6.125925318,6.293346396,5.29302599,3.180432672,5.931635166,4.377882413,3.361145903,5.10846196,4.857097404,2.84419481,1.163092826,2.441830081,2.688693063,2.576950475,-2.01213541,
Small states,SST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.53003245,4.225989825,4.691477651,7.689607615,5.161574635,9.704197062,8.263430103,6.002477602,0.71740097,7.093611492,6.264795833,3.1206328,3.167968708,3.264717144,2.766288885,2.33143,1.121132668,2.171754314,1.843411262,-5.67485396,
Sao Tome and Principe,STP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37687824,6.573476922,3.832223902,7.093773747,9.115642105,3.253605149,8.186174056,2.426282361,6.671983657,4.398202015,3.14197646,4.814792654,6.549934955,3.911337989,4.164768974,3.848980918,2.945268909,2.210855833,3.089725555,
Suriname,SUR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,4.8,3.9,5.6,6.5,12,19.2,12.1,7.6,4.5,2.7,3.9,-0.6,-1.8,0.4,2.8,8.8,10.2,6.6,-0.6,-8.8,7.1,-4.2,-3.9,-1.9,2,0.8,-6.2,7.8,4.2,-4.5,2.699999134,0.400000009,-6.69999815,3.399998897,0,1.000001223,5.699997683,2.300001651,-1.40000047,2.099998868,4.200000421,2.800000689,6.299999433,8.500000185,4.500000211,5.793543585,5.111487778,4.143406812,3.013698983,5.168825152,5.849367672,2.690349747,2.933441652,0.255503032,-3.41109601,-4.91578647,1.567191065,4.948270766,1.098467778,-15.9079512,
Slovak Republic,SVK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.901328422,6.205529076,5.843495252,6.619896467,5.925838151,4.076098172,-0.10591731,1.166529073,3.253784507,4.509442607,5.499084019,5.278879546,6.623462407,8.49317632,10.83202895,5.574887267,-5.45553372,6.293285967,2.637398428,1.358226806,0.654765294,2.724373817,5.215649803,1.931680804,2.980187073,3.794410553,2.605369328,-4.35875381,
Slovenia,SVN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.203005809,5.049793457,3.279365444,5.332666572,3.67237155,3.216560335,3.505598057,2.960260286,4.359192778,3.797972642,5.746396901,6.980160755,3.509841517,-7.54843779,1.343748472,0.861327733,-2.63943876,-1.02928277,2.768158831,2.210081607,3.191852518,4.815380632,4.422521568,3.250531336,-4.22926139,
Sweden,SWE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,5.68129281,4.259047228,5.327933788,6.8211645,3.821507586,2.090844289,3.365388583,3.638505664,5.009075215,7.28920626,0.944646246,2.288738794,3.967981154,3.198195646,2.552862643,1.058104877,-1.59625857,1.75154805,3.840003477,1.699971439,0.454830417,1.248664679,1.90063873,4.229535245,2.160373746,2.691323173,3.353842984,2.559038665,2.654806927,0.754674769,-1.14597487,-1.15859276,-2.06561637,3.929972837,3.935192926,1.579456406,3.070526593,4.311836353,4.247184144,4.766348871,1.449498618,2.196921062,2.30981059,4.336856154,2.85880324,4.662773552,3.439221776,-0.45055926,-4.33979057,5.952107008,3.195333235,-0.58830457,1.187775716,2.657798275,4.489281588,2.070593151,2.567924525,1.950022846,1.986195874,-2.94812788,
Eswatini,SWZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,13.74363373,5.424294283,9.018673739,5.743486905,13.90844411,-2.11943777,1.009592908,1.327128728,3.106945051,12.44905217,14.64144107,1.17256788,1.202354898,6.161755087,3.792415692,12.26447804,14.60659024,6.569821571,12.91110407,21.01800054,1.760376349,3.226206881,3.106114157,2.400691039,4.82565155,3.842053638,3.10280535,2.604039401,2.950875211,1.76017376,1.054764906,4.380099088,3.880213586,3.623914226,5.99877655,5.992166838,4.435375577,0.821663914,1.565048852,3.793754968,2.247229761,5.396630697,3.861213798,0.923230547,2.227480675,1.062610193,2.026578156,2.371610521,2.61303529,-1.85052471,
Sint Maarten (Dutch part),SXM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.199994022,4.600002996,1.39054667,1.306727883,1.580384638,0.4,0.5,-5.8,-6.6,,,
Seychelles,SYC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-4.88227636,8.408581272,10.13560296,5.919246456,-1.0605711,13.89650757,0.504739463,7.553235639,0,8.871869865,15.85177574,6.308307966,9.054186312,1.302849676,3.177405072,16.27764772,-6.19022681,21.15169252,15.79434062,-4.24852259,-8.21517887,-1.11767362,-1.70924554,4.511132341,11.12573758,-0.17680126,4.404107291,5.396746053,11.19882307,6.99554469,2.760426099,7.161466737,6.196649768,-0.798697,-0.82564236,4.917525348,11.96155598,8.403398525,1.872006587,1.514338815,-2.27116276,1.212831267,-5.88712753,-2.85045366,9.005761428,9.40612788,10.42143611,-2.14689266,-1.10524579,5.954962469,7.887279597,1.260828834,6.018076825,4.504785244,4.937385619,4.562623278,4.738360886,1.771183467,1.191005738,-10.7709215,
Syrian Arab Republic,SYR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,10.8330639,24.52129717,-8.65274667,9.271363802,2.299373875,-7.65906551,8.257682647,3.729080221,18.76791521,-1.79685288,8.955814563,25.6607152,-10.4698549,25.79577285,16.35157606,12.2544466,-1.79951788,9.942590124,0.887988823,14.50811695,7.755343865,2.789086648,2.320339937,-7.61063021,9.350807332,-7.95292896,1.682282346,18.0111401,-13.6472822,3.739555902,7.666468187,12.97279007,6.150895573,7.213029205,7.026589543,9.825569405,5.023804508,6.785304524,-3.55344987,0.675642589,1.047287102,3.954831927,7.204435053,6.902959435,6.215077835,5.046195556,5.674591777,4.476672736,5.912042793,5.191905841,2.850002844,-26.3390171,-26.3000877,-10.3103399,-3.1872813,-5.63043805,-0.72748672,1.475766476,3.747775387,,
Turks and Caicos Islands,TCA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.97229936,1.070880496,8.711295808,11.31482939,7.251186276,-2.4902226,5.610954617,5.324557297,-26.7828754,
Chad,TCD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,1.397743671,5.360116109,-1.59945402,-2.5109396,0.606227786,-1.80709239,0.767201382,-0.45721887,6.881310224,1.859656479,-2.24762637,1.149616095,-8.38088301,4.961852583,9.010267306,2.98076527,2.234624849,-0.46963419,-21.4410877,-6.04767075,1.042918103,5.346608999,15.67871778,2.048898911,21.79277353,-4.08166752,-2.3888085,15.48235907,4.884735103,-4.17847237,8.535137166,8.001443346,-15.709837,10.13688763,1.236549317,2.214473035,5.653392328,6.951579914,-0.68285022,-0.87968103,11.65813465,8.491209819,14.72166701,33.62937185,17.33253374,0.648262014,3.271499579,3.052691532,4.217695552,13.55010086,0.082869798,8.882576072,5.700001363,6.899985045,2.767675685,-6.25552709,-2.98869599,2.3740378,3.247181917,-0.94730489,
East Asia & Pacific (IDA & IBRD countries),TEA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-13.4710784,-0.65691582,6.386505068,10.89683985,10.66882628,8.079929727,-1.42172474,1.687863899,11.42427733,13.42279359,6.771228196,4.913859147,8.266409114,3.915834912,6.721208219,2.801040627,7.66939352,9.234780451,7.140561481,7.532161247,5.614333541,6.440238696,7.69918748,9.974683007,7.925251007,7.181837675,9.15954358,9.783409768,5.657127258,5.167099858,8.039476962,11.1817773,11.30645561,10.94174272,9.87623875,9.062059786,7.340611173,2.882894249,6.389351919,7.63979191,6.988224767,8.067297598,8.950938914,9.129739669,9.987411743,11.09650575,12.51035845,8.630520127,7.993831441,9.935166904,8.656235032,7.57902252,7.30047988,6.980473514,6.683566428,6.579035014,6.702805215,6.515541853,5.775833997,1.378306114,
Europe & Central Asia (IDA & IBRD countries),TEC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.45683215,-5.51893625,-9.42452559,-4.61106297,-8.61172136,-0.27222821,1.050787446,2.92813051,-0.6473457,2.466390147,7.398942707,2.590233226,5.008889634,6.180130657,7.867088019,6.643585731,7.850735994,7.624197379,4.453199813,-4.67003683,4.744053604,5.758227585,3.434013675,3.589501541,2.259160773,1.453474644,1.962641173,4.211475574,3.508360617,2.662220002,-1.77685331,
Togo,TGO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,12.16931737,3.773652832,4.999694271,14.28601126,15.45971271,9.408719101,5.500371557,5.023691853,10.83086834,2.524302645,0,7.625157551,3.837484001,4.832849119,2.440541185,-2.05152259,6.95908537,11.04543451,-5.16774264,14.57695611,-3.31518608,-3.58240255,-5.41400779,5.555555042,5.555552169,1.586504312,0.51016218,6.642369772,4.060021684,-0.24365614,-0.69996749,-3.98068681,-15.0958275,14.98241435,7.845832319,8.836211632,14.37737757,-2.29987657,2.481751436,-0.78347961,0.823438749,3.82662258,6.720171423,-0.97866534,-4.66629938,2.6501321,-1.17512039,4.062252827,5.537910973,6.099259163,6.398199053,6.543507029,6.112343077,5.920588573,5.742868453,5.559079305,4.347748238,4.9762131,5.459921448,1.752824967,
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,5.362146302,7.554254448,7.999830787,6.830996144,8.181661538,11.12251849,8.615982333,8.122270256,6.550659886,11.40794907,4.89537376,4.278508039,10.23643301,4.466253386,4.970405228,9.326811082,9.843463235,10.29574653,5.371766513,5.173541006,5.906867763,5.352348751,5.584202469,5.752430251,4.647240357,5.533827767,9.518946022,13.28811407,12.19050599,11.16716344,8.558260321,8.083388023,8.251915915,7.997024667,8.120315346,5.651944465,-2.75357515,-7.63403529,4.572307751,4.455247043,3.44424901,6.149036052,7.189243303,6.289342143,4.187638429,4.967810892,5.435151691,1.725698849,-0.69061823,7.513390533,0.840132083,7.242796202,2.687495563,0.984468864,3.134047249,3.435157717,4.177681032,4.189585496,2.266433672,-6.09898384,
Tajikistan,TJK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,3.499999873,-1.20000004,13.90000109,-6.50000066,-0.59999963,-7.0999991,-29.0000011,-16.3999998,-21.299998,-12.4163222,-16.6999984,1.680674136,5.312867659,3.699550717,8.324324495,9.580836178,10.80000376,10.99999908,10.29999894,6.699998517,7.000003211,7.800000119,7.899998272,3.900001148,6.499999086,7.4000006,7.499999463,7.399999747,6.70000069,5.999999264,6.89999962,7.100001403,7.599999387,7.399999638,4.499999517,
Turkmenistan,TKM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.02362218,-4.25531951,35.38455811,-4.60526321,-14.9659866,1.500000174,-17.2998605,-7.20004093,6.699992161,-11.4000002,7.100000344,16.4999995,5.469064133,4.343845714,0.257179925,3.26882856,5.000407438,13.03403487,10.97330833,11.05929947,14.7,6.100000115,9.199999988,14.69999993,11.09999996,10.2000001,10.29999997,6.49999991,6.199999966,6.500000047,6.199999941,6.3,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,6.118172846,4.189935143,1.813979489,7.188867555,5.532175678,4.848468811,4.240788414,7.116775849,6.818207918,6.525673706,6.953702299,7.257042484,8.160187265,6.562389995,3.611937934,5.44117593,4.786692368,4.320328122,7.411072616,7.010965932,0.51028887,-0.46308494,-2.0962657,3.688313227,3.270674822,3.903577736,3.297523105,0.385970654,1.722426027,-0.34224196,3.362983681,2.800387718,4.501864805,5.488714416,0.70829924,4.064492049,5.333292919,2.622662748,0.386249287,3.545683526,0.269060269,0.491740196,2.605476001,5.533559183,4.108752425,5.178957935,5.456748518,3.899682869,-2.04590171,6.734016729,4.628887682,2.581023944,2.983071866,1.428795065,0.501629068,-0.15123415,1.984439359,1.729455104,0.800405257,-6.65871939,
Timor-Leste,TLS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.34769081,-6.70068952,-2.18227228,0.400002624,2.987650538,-4.11940542,10.26241984,11.39054225,10.1443055,9.32942856,5.956047328,4.853364501,3.068264529,4.512039654,2.76107911,3.385306549,-3.07109976,-0.68754248,19.53581024,10.37185524,
Middle East & North Africa (IDA & IBRD countries),TMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,6.658326696,8.899244334,10.90553365,12.29188112,9.049022765,8.703406365,13.54499081,6.481799871,6.788419965,1.318347325,15.12070186,-0.48590046,-4.8954752,-2.03882786,-9.35245775,0.308690381,14.41865765,4.360809238,-0.88395902,3.465226712,-2.22681801,2.005822896,0.36291412,1.91171382,12.02435998,-0.91841904,5.120841742,3.02118323,2.111223393,2.94247623,6.164432273,3.525272254,6.703784317,4.190394886,6.239830566,2.478763865,3.037667175,1.886922565,7.830283467,4.298500892,5.160103662,6.117046632,3.965719693,2.943959879,5.284598947,-0.57853974,1.819728579,1.41645381,2.008958,0.629588265,6.692319274,2.831242058,0.592702744,0.548480373,-3.40415585,
Tonga,TON,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,4.741265411,1.982402713,1.738391961,6.558463459,2.118660865,2.985637788,-1.88187205,0.38990681,-2.04409143,6.414947574,0.251975664,3.738055383,4.952521321,7.378535826,1.805531217,1.223449617,2.458759103,3.710880967,0.875990063,3.748925693,4.848012814,2.308045494,-2.41070061,0.081033894,-0.14863532,0.271095291,4.750169656,-5.19910904,0.803490183,6.818276144,0.823102718,0.312307909,2.01870046,1.171888256,6.571000501,3.322432544,0.300009404,0.734030017,0.654698596,
South Asia (IDA & IBRD),TSA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,4.195123519,3.396177666,5.260293575,7.76660873,-0.66316644,1.183318383,6.117235664,4.567530106,5.777823752,5.841410811,0.616634764,-1.79798014,3.836106538,2.458915371,6.933111507,2.569014116,6.25516644,6.111545525,-2.64076978,6.459337832,6.417843741,3.819960885,6.661805629,4.216060379,5.431320093,4.817943449,4.229075639,8.390471878,5.389364265,5.394304977,2.055561643,5.774651173,4.32500469,5.953539375,6.847105117,6.743581095,3.733697945,5.491951128,7.576891516,4.107516227,4.445282073,3.601773575,7.253295631,7.511965264,7.518247911,7.626385499,7.231774023,3.260283294,6.928829768,7.465722474,5.099033382,5.474354435,6.015779389,6.896913085,7.368698348,7.671463596,6.604851042,6.444305921,4.041559599,-5.70618965,
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,0.985627405,6.042595764,6.330374579,5.08835187,4.705661636,1.461655958,-1.24938007,3.014435582,9.506260256,10.32844724,7.916582214,2.747199578,4.394671774,7.852332206,-0.37391643,5.289378403,2.820150228,-0.40873714,4.137537451,3.814758591,-0.90299876,-1.19224666,-2.509125,2.270952991,1.984905091,1.900825344,2.960943841,4.442405685,2.505475015,2.520319339,0.384082415,-0.34312251,-1.1184371,1.091859433,3.410230952,5.196583205,3.74485984,2.470458022,2.13002825,3.410968214,4.202204894,6.382244752,3.998986566,6.655970739,6.141315275,6.125925318,6.293346396,5.29302599,3.180432672,5.931635166,4.377882413,3.361145903,5.10846196,4.857097404,2.84419481,1.163092826,2.441830081,2.688693063,2.576950475,-2.01213541,
